3.0519e-05	0.00018311	0.000823987
0.00329594	0.0123597	0.044495
0.155732	0.533939	0.802042
0.0068024	0.82244	0.873416
0.838541	0.170501	0.476134
0.322291	0.648545	0.990648
0.106986	0.726078	0.393595
0.826873	0.418881	0.0714332
0.658666	0.309097	0.92659
0.777664	0.326675	0.961074
0.826368	0.30854	0.413932
0.706732	0.515002	0.729424
0.741526	0.884338	0.632293
0.834714	0.317649	0.393468
0.501968	0.470595	0.305858
0.599793	0.846041	0.678107
0.454273	0.622677	0.647603
0.281525	0.860719	0.630587
0.037055	0.547048	0.94879
0.769314	0.0767716	0.536803
0.529873	0.348011	0.319211
0.783165	0.826087	0.90804
0.0134562	0.90838	0.329175
0.799628	0.835195	0.814513
0.370327	0.891347	0.0151371
0.0686961	0.275943	0.0373936
0.740874	0.108698	0.984329
0.927687	0.707165	0.893804
0.998336	0.945783	0.689675
0.626002	0.548935	0.659592
0.0171374	0.166494	0.844727
0.569917	0.81696	0.772506
0.282393	0.741801	0.909272
0.779421	0.49308	0.943686
0.224398	0.853219	0.0997257
0.919386	0.618783	0.438229
0.0603216	0.417873	0.964342
0.0251983	0.47211	0.605874
0.386256	0.864672	0.711721
0.488282	0.524203	0.75068
0.786249	0.961377	0.692023
0.499745	0.770261	0.123862
0.810826	0.750198	0.203748
0.470712	0.990536	0.706806
0.326013	0.594831	0.634866
0.455714	0.0204919	0.0215283
0.944742	0.4747	0.345516
0.800801	0.695158	0.96374
0.526015	0.482433	0.160464
0.620887	0.281147	0.0989039
0.0630997	0.488463	0.36288
0.781114	0.420765	0.494563
0.180498	0.631916	0.16702
0.314872	0.386052	0.482467
0.420333	0.179791	0.29575
0.156384	0.276557	0.251881
0.0222748	0.866721	0.99985
0.198618	0.193051	0.370749
0.487032	0.585455	0.129442
0.507559	0.880372	0.714206
0.361887	0.743469	0.203826
0.531735	0.355977	0.350248
0.897698	0.233957	0.324461
0.84115	0.126752	0.190162
0.000202776	0.289762	0.736749
0.812634	0.245063	0.156666
0.734433	0.996603	0.369723
0.248908	0.165943	0.75549
0.0394488	0.437286	0.268675
0.676477	0.64079	0.756447
0.771568	0.821389	0.984216
0.512797	0.218842	0.697878
0.217688	0.0252246	0.192159
0.925935	0.826174	0.623633
0.306233	0.2247	0.592098
0.530293	0.852871	0.344595
0.391725	0.248996	0.968455
0.569763	0.702484	0.0870352
0.199857	0.415824	0.696233
0.434983	0.343798	0.147939
0.793458	0.429293	0.434638
0.744191	0.553405	0.622709
0.75561	0.929275	0.775161
0.287489	0.748484	0.903503
0.684661	0.976437	0.696675
0.392119	0.0826373	0.966753
0.0567851	0.639929	0.32851
0.211696	0.313584	0.976244
0.0352069	0.425048	0.233427
0.575129	0.349928	0.92341
0.391111	0.0359739	0.695843
0.851292	0.845167	0.409372
0.849729	0.414026	0.83659
0.29331	0.230546	0.743487
0.386009	0.62467	0.273944
0.0216309	0.664288	0.791052
0.767718	0.48684	0.0115761
0.687896	0.0231915	0.948084
0.479781	0.345928	0.75754
0.431892	0.77349	0.753911
0.562056	0.587138	0.464327
0.501714	0.831344	0.47264
0.353742	0.868689	0.0284617
0.352567	0.859244	0.982364
0.16099	0.124663	0.299069
0.672445	0.343048	0.00628557
0.950284	0.645132	0.31824
0.103248	0.75533	0.602753
0.818543	0.486482	0.552006
0.933698	0.634132	0.401512
0.701881	0.597679	0.269141
0.235737	0.992155	0.831292
0.0583602	0.868531	0.685947
0.2989	0.619876	0.029152
0.596032	0.313821	0.518642
0.287463	0.0570005	0.754833
0.0159951	0.302471	0.670872
0.302992	0.7801	0.953672
0.701134	0.623757	0.432338
0.98021	0.990221	0.119437
0.804632	0.752854	0.275437
0.87694	0.782707	0.803778
0.778307	0.435841	0.610289
0.739162	0.94237	0.00176276
0.529245	0.159603	0.194414
0.730063	0.630651	0.213333
0.60414	0.704844	0.79181
0.407259	0.317265	0.238264
0.574197	0.300808	0.637073
0.115167	0.957349	0.707588
0.629387	0.408029	0.783687
0.029862	0.125993	0.487203
0.789276	0.350829	0.00149303
0.851494	0.0955295	0.909727
0.598596	0.404035	0.036842
0.584739	0.176853	0.798474
0.199164	0.00871633	0.259822
0.480486	0.544515	0.942717
0.755673	0.0495811	0.49643
0.532351	0.726233	0.566241
0.861351	0.071937	0.679465
0.429354	0.460945	0.901482
0.260386	0.448975	0.350372
0.0614629	0.215425	0.739384
0.49748	0.330422	0.505212
0.0574741	0.797941	0.27038
0.440809	0.211436	0.301331
0.90506	0.718384	0.164765
0.523134	0.655918	0.227307
0.460576	0.717697	0.160996
0.5067	0.591236	0.987116
0.601577	0.725414	0.938298
0.101057	0.16166	0.0604511
0.907763	0.90252	0.245249
0.348813	0.885643	0.174538
0.0764413	0.887802	0.638839
0.842816	0.307348	0.258743
0.786332	0.389299	0.258808
0.049161	0.96569	0.35169
0.418931	0.348378	0.319883
0.783897	0.824439	0.89156
0.929409	0.552418	0.949827
0.727198	0.814742	0.343669
0.729341	0.283024	0.134077
0.257241	0.336757	0.705369
0.201405	0.860104	0.347981
0.346953	0.949886	0.576739
0.911462	0.278116	0.465544
0.290217	0.551408	0.696489
0.216269	0.0292075	0.228827
0.110096	0.601132	0.615928
0.285375	0.168899	0.44502
0.150031	0.895009	0.0197755
0.0635683	0.203431	0.64847
0.0599418	0.523423	0.60106
0.895558	0.963804	0.722801
0.662575	0.470237	0.858251
0.917374	0.779985	0.423542
0.521389	0.316456	0.206234
0.389302	0.479705	0.374509
0.929709	0.207676	0.878674
0.402959	0.509688	0.431499
0.0018024	0.127325	0.747728
0.340443	0.313108	0.814661
0.0699902	0.0879919	0.898039
0.596309	0.4955	0.606222
0.177827	0.610965	0.0653488
0.893404	0.772282	0.593061
0.607826	0.309409	0.386023
0.53145	0.714498	0.503938
0.593143	0.0234182	0.802219
0.602548	0.395321	0.948994
0.136076	0.275507	0.428357
0.0905825	0.688282	0.314449
0.692158	0.322903	0.707996
0.341853	0.679153	0.998243
0.877085	0.278319	0.776151
0.15203	0.926825	0.192676
0.814632	0.153704	0.590536
0.159884	0.644478	0.42791
0.767158	0.75176	0.606141
0.871005	0.770759	0.785514
0.776249	0.587872	0.54099
0.955093	0.861648	0.57405
0.689467	0.970348	0.616884
0.968176	0.257096	0.828997
0.660118	0.499734	0.0573376
0.846421	0.562486	0.757129
0.480402	0.0682507	0.0858863
0.901061	0.633389	0.690786
0.444216	0.448217	0.691361
0.114214	0.463033	0.750276
0.334354	0.253643	0.512669
0.793225	0.145329	0.732954
0.0897625	0.941986	0.844056
0.586459	0.922249	0.255363
0.23194	0.0933715	0.472772
0.996288	0.722781	0.370096
0.715543	0.962394	0.334478
0.345322	0.0616314	0.26189
0.0166579	0.742936	0.307697
0.159755	0.189257	0.697745
0.483157	0.61924	0.367028
0.629007	0.470791	0.163685
0.744991	0.996785	0.275785
0.683648	0.619823	0.566103
0.818212	0.814348	0.522175
0.80392	0.123949	0.508414
0.93494	0.0339155	0.789033
0.428958	0.472451	0.974086
0.592453	0.787949	0.395616
0.282155	0.132383	0.254907
0.337993	0.733798	0.360847
0.560904	0.117803	0.658675
0.891827	0.422886	0.510875
0.25928	0.957802	0.413294
0.859541	0.4376	0.889736
0.400012	0.39245	0.754589
0.995486	0.181619	0.130337
0.14745	0.711667	0.942954
0.25272	0.0297366	0.903937
0.155996	0.800537	0.399261
0.190735	0.551055	0.589719
0.578818	0.16544	0.783277
0.210702	0.214718	0.391987
0.41946	0.988879	0.158136
0.0489002	0.870181	0.780983
0.854271	0.0967804	0.892239
0.482413	0.864323	0.844219
0.286411	0.120495	0.145269
0.787156	0.415515	0.408684
0.71247	0.59667	0.167788
0.636694	0.310077	0.130212
0.990582	0.771582	0.714252
0.341272	0.619366	0.64475
0.294206	0.962482	0.12704
0.0999017	0.456047	0.837164
0.918567	0.976924	0.594437
0.774307	0.295912	0.806713
0.177067	0.801984	0.218299
0.091939	0.586944	0.694211
0.882773	0.0487396	0.347482
0.646237	0.750083	0.684361
0.355422	0.973278	0.640872
0.0857313	0.746543	0.707678
0.527179	0.79397	0.0192095
0.969524	0.64426	0.139841
0.0407084	0.985681	0.547711
0.415135	0.561416	0.632276
0.740914	0.754999	0.861767
0.375616	0.497789	0.606191
0.157044	0.486542	0.505861
0.656287	0.384968	0.403225
0.954639	0.0988114	0.00111563
0.117391	0.694306	0.109315
0.407139	0.458995	0.0897238
0.407385	0.636799	0.154323
0.194751	0.779596	0.924816
0.532536	0.871869	0.438392
0.78353	0.755649	0.482127
0.091918	0.212369	0.446952
0.77039	0.599775	0.66514
0.592862	0.570913	0.0897237
0.400122	0.593219	0.958214
0.410318	0.837979	0.335014
0.468268	0.794482	0.552483
0.164559	0.015008	0.609019
0.519044	0.633091	0.127147
0.0650643	0.246066	0.890815
0.1303	0.764467	0.414099
0.604387	0.899433	0.957119
0.647817	0.272827	0.80661
0.384215	0.045802	0.81688
0.489061	0.582449	0.0931402
0.316805	0.0625662	0.524155
0.581833	0.773607	0.40514
0.46838	0.164021	0.768705
0.13604	0.897895	0.163016
0.897037	0.91508	0.417145
0.267152	0.848604	0.687262
0.486134	0.731443	0.01345
0.497717	0.865251	0.712057
0.485078	0.501955	0.646033
0.358601	0.337308	0.796438
0.74286	0.289218	0.0495689
0.694452	0.720595	0.0734975
0.955631	0.0723055	0.833158
0.348199	0.590769	0.410826
0.148037	0.190784	0.812374
0.157183	0.631736	0.37577
0.56899	0.0320126	0.0711659
0.138882	0.1928	0.90686
0.705962	0.0740336	0.0905396
0.876935	0.446754	0.788106
0.707856	0.154176	0.554356
0.93855	0.642097	0.405631
0.654912	0.278792	0.778547
0.162147	0.965964	0.336461
0.325088	0.922376	0.608467
0.34942	0.620311	0.57709
0.879737	0.0846151	0.590058
0.778809	0.362336	0.164737
0.727397	0.881746	0.743901
0.527693	0.471049	0.0770568
0.2229	0.643889	0.857235
0.348409	0.375336	0.116333
0.319975	0.87286	0.357379
0.288538	0.514815	0.492048
0.318947	0.485254	0.0409966
0.878697	0.90321	0.510992
0.937061	0.023432	0.707045
